gender,name
female,Annatina
male,Annäus
female,Annchen
female,Ännchen
female,Anne
female,Anne
female,Änne
female,Anne-Marie
female,Annebärbel
female,Annebell
female,Annedore
female,Annedoris
female,Annedorle
female,Annedörte
female,Annegold
female,Annegret
female,Annegrete
female,Annegreth
female,Anneheide
female,Annehild
female,Annehilde
female,Annekäthe
female,Annekathrin
female,Annekatrin
female,Anneke
female,Annekristin
female,Annelen
female,Annelene
female,Anneli
female,Annelie
female,Annelies
female,Anneliese
female,Annelinde
female,Annelis
female,Annelise
female,Annelore
female,Annelotte
female,Anneluise
female,Annely
female,Annemargret
female,Annemaria
female,Annemarie
female,Annemarie
female,Annemie
female,Annemirl
female,Annemrie
female,Annerike
female,Anneros
female,Annerös
female,Annerose
female,Anneruth
female,Annetraud
female,Annetraude
female,Annetrud
female,Annetrude
female,Annett
female,Annette
male,Anneus
female,Anni
female,Anni
female,Annick
female,Annie
female,Annik
female,Annika
female,Annikki
female,Annina
female,Annisa
female,Annita
female,Annja
female,Annkathrin
female,Annkatrin
female,Annliese
female,Annnika
male,Anno
female,Annunziata
female,Anny
male,Anointed
male,Anookh
female,Anou
male,Anouar
female,Anouchka
male,Anouk
female,Anouk
male,Anouk
male,Anouk
female,Anouk
male,Anouk
female,Anouk
male,Anouk
female,Anousch
female,Anouschka
male,Anrich
male,Ansbert
female,Ansella
male,Anselm
male,Anselmo
male,Ansgar
female,Ansgard
male,Ansi
female,Antchen
male,Ante
male,Anteo
male,Antero
male,Anteus
male,Anthony
female,Antigona
female,Antine
male,Antino
male,Antinus
female,Antja
female,Antje
female,Antjedine
female,Antjelina
female,Antjeline
female,Antke
female,Antkea
male,Antkeo
male,Antoine
female,Antoinette
male,Anton
male,Anton
male,Anton
male,Anton
male,Anton
male,Anton
male,Anton
female,Antonela
female,Antonella
male,Antonello
female,Antonette
male,Antoni
female,Antonia
female,Antonia
female,Antonia
female,Antonia
female,Antonia
female,Antonie
female,Antonietta
female,Antonija
male,Antonin
female,Antonina
male,Antonino
male,Antonio
male,Antonios
male,Antonius
male,Antonovic
male,Antony
male,Antti
female,Anu
male,Anuar
female,Anuk
female,Anureet
female,Anuschka
female,Anushara
female,Anwaar
female,Anwar
male,Anwell
male,Anwit
female,Any
female,Anya
male,Anze
male,Anzhelov
male,Anzolo
female,Aoife
male,Aotea
female,Aphrodite
male,Apollonas
female,Apollonia
female,Apollonia
female,Apolonia
female,Aporajita
female,Apostolova
female,Apple
female,Appolonie
female,Arabella
male,Arad
male,Araf
male,Arafat
male,Araik
male,Aram
male,Aran
male,Aras
male,Arav
female,Araya
male,Araz
female,Arbana
male,Arcangelo
male,Archie
female,Archisha
male,Arda
male,Arda
male,Arde
male,Arden
male,Ardi
male,Ardian
male,Are
male,Arean
female,Areana
male,Arel
male,Aren
male,Arend
female,Arendine
female,Arendje
male,Ares
male,Ares
female,Arfa
male,Arges
male,Argjent
male,Arhem
male,Ari
female,Aria
female,Ariadne
female,Ariadni
male,Arian
female,Ariana
female,Ariane
female,Arianna
female,Arianne
male,Aribert
male,Ariel
female,Ariella
female,Arielle
female,Ariette
male,Arif
male,Arif
female,Arife
female,Arijana
male,Arijon
male,Arik
male,Ariles
female,Arin
female,Arina
male,Arion
female,Ariona
male,Aris
male,Aris
female,Arisa
male,Arist
male,Aristotelis
female,Arite
male,Arivan
female,Ariyah
male,Ariyan
male,Arjan
female,Arjani
male,Arjen
female,Arjun
male,Arjun
male,Ark
male,Arkadius
female,Arlette
female,Arlinde
male,Arm
male,Arman
male,Armand
female,Armanda
female,Armande
male,Armando
male,Armani
male,Armeljon
female,Armelle
female,Armen
female,Armgard
female,Armida
male,Armin
female,Armina
female,Armine
male,Armir
male,Armon
female,Armonia
male,Arnaldo
male,Arnaud
male,Arnbert
male,Arnd
male,Arndt
male,Arne
male,Arnfred
male,Arnfried
male,Arnhart
female,Arnhild
male,Arnhold
male,Arnim
male,Arno
male,Arnold
male,Arnolf
male,Arnt
female,Arntraud
male,Arnulf
male,Aro
female,Aroa
female,Aroha
male,Aron
male,Aron
female,Arooj
male,Arrigo
male,Arron
female,Arsema
male,Arsen
female,Arshiya
male,Arslanovic
male,Arssel
male,Art
male,Arta
male,Artan
male,Artem
male,Artemian
female,Artemis
male,Arthas
male,Arthur
male,Arthur
male,Arthur
male,Artin
male,Artiom
male,Artjom
male,Arto
male,Artur
male,Arturo
male,Arturovic
male,Arun
female,Aruna
male,Arved
male,Arvid
male,Arvin
male,Arwed
female,Arwen
male,Arwid
male,Arwin
female,Arya
male,Aryan
male,Aryan
female,Aryana
male,Aryen
female,Arzu
male,Asaf
male,Asaf
female,Asaf
female,Asal
male,Asan
male,Asare
male,Ascan
male,Ascanios
female,Ascension
female,Asel
female,Asena
female,Asenat
male,Asenov
female,Asenova
male,Asenso
female,Ashanti
female,Ashley
female,Ashling
female,Ashraf
male,Ashraf
female,Ashviha
female,Asia
male,Asiamah
female,Asije
female,Asil
male,Asim
female,Asire
female,Asiya
female,Asiyat
female,Asja
male,Asker
female,Asl
female,Asl
male,Aslan
male,Aslan
male,Aslanbek
male,Aslanovic
female,Aslanovna
female,Asli
female,Aslihan
female,Aslind
male,Asllan
female,Asma
female,Asmaa
female,Asmara
male,Asmat
female,Asmera
male,Asmerom
female,Asmin
male,Asmus
male,Asparuh
female,Aspasia
female,Assal
male,Assel
female,Asseline
female,Assia
female,Assija
female,Assil
male,Assini
female,Assna
male,Asso
female,Assunta
female,Astoria
female,Astrid
female,Asu
female,Asude
male,Asuman
female,Asuncion
female,Asya
female,Asya
male,Ata
male,Ata
male,Atafoh
male,Atakan
male,Atanas
male,Atanasov
female,Atanasova
female,Atay
male,Atesh
male,Athan
male,Athanasios
male,Athir
female,Atia
female,Atike
male,Atila
male,Atilla
male,Atilla
male,Atin
female,Atina
female,Atiya
male,Atlas
male,Atreus
male,Atrin
female,Atrina
female,Atrisa
male,Atsuhiro
male,Attila
male,Attilio
male,Audar
female,Aude
female,Audrey
male,August
female,Augusta
female,Auguste
male,Auguste
male,Augustin
female,Augustina
female,Augustine
male,Augustinus
male,Augusto
male,Augustus
male,Aulia
male,Aulis
female,Aulona
male,Aurel
male,Aurele
female,Aurelia
female,Aurelia
female,Aurelia
female,Aurelia
female,Aurelia
female,Aurélia
male,Aurelian
female,Aurelie
female,Aurélie
male,Aurelien
male,Aurélien
male,Aurelio
male,Aurelius
female,Auri
male,Aurian
male,Auric
female,Aurie
female,Aurika
female,Aurora
female,Aurore
female,Ava
female,Ava
female,Avan
male,Avan
female,Avas
male,Avdush
male,Avedis
female,Avelina
female,Avelina
female,Aveline
male,Aven
male,Avery
female,Avgi
male,Avi
male,Avi
male,Avid
male,Avidan
female,Aviella
female,Avin
female,Avina
male,Aviv
female,Aviva
female,Avnore
male,Avram
male,Avraz
female,Avril
female,Avshin
female,Avya
male,Avyukt
female,Awa
male,Awab
male,Awal
male,Awash
female,Awat
female,Awisa
female,Awzem
male,Axel
female,Axelle
female,Aya
female,Ayaba
female,Ayad
male,Ayan
female,Ayan
female,Ayana
female,Ayanda
female,Ayanna
male,Ayansh
male,Ayas
male,Ayaz
male,Ayaz
male,Aybars
female,Aybike
female,Aybuke
female,Ayca
female,Ayda
female,Ayda
male,Aydan
male,Ayden
male,Aydin
female,Aydzhanova
female,Ayele
female,Ayelen
male,Ayelt
female,Ayesha
female,Ayet
female,Ayfer
male,Ayham
male,Ayhan
female,Ayisil
male,Ayize
male,Aykut
female,Ayla
female,Ayleen
male,Aylen
female,Aylin
female,Aylin
female,Aylis
female,Ayliz
male,Ayman
male,Aymen
female,Aymina
female,Aymira
female,Aynisa
female,Aynisan
female,Aynur
female,Aynur
male,Ayomide
male,Ayomikun
female,Ayomiposi
male,Ayori
male,Ayoub
female,Ayperi
male,Ayrik
male,Ayrton
female,Ayse
female,Ayse
female,Ayse
female,Aysegul
female,Aysem
female,Aysenur
female,Aysima
female,Aysima
male,Aysun
male,Ayt
male,Aytac
female,Ayten
male,Ayub
female,Ayumi
female,Ayyed
male,Azad
female,Azahara
male,Azat
male,Azeem
male,Azem
male,Azet
male,Azim
male,Aziz
male,Aziz
female,Azra
female,Azzurra
female,Baafkea
male,Babacan
female,Babett
female,Babette
female,Bableen
female,Babsi
male,Bach
male,Bach
female,Badia
male,Badie
male,Badr
male,Badreddine
female,Bahar
male,Bahauddin
male,Bahoz
male,Bahr
male,Bahri
male,Bahtiyar
male,Bajo
male,Bajram
male,Bajwa
male,Baker
male,Baki
male,Bakr
female,Bal
male,Balazs
male,Baldo
male,Baldur
male,Balian
male,Baltasar
female,Balthasar
male,Balthazar
female,Bana
female,Banas
female,Banu
male,Bao
male,Baptist
male,Baptiste
male,Bar
male,Bar
female,Baraa
male,Baran
female,Barbara
female,Barbel
female,Bärbel
female,Bärbele
female,Barbi
female,Bärbl
female,Barbla
female,Barbli
male,Barbod
male,Bardia
male,Bardo
male,Baris
male,Baris
male,Barkan
male,Barnabas
female,Barnett
male,Baron
male,Barsam
male,Bartek
male,Bartel
female,Barteldina
male,Barthel
male,Bartho
male,Barthold
male,Bartholomaus
male,Bartholomäus
male,Bartholomew
male,Bartold
male,Bartolomäus
male,Bartolomeo
male,Bartosch
male,Bartosz
male,Bartu
male,Baruar
male,Barzan
male,Bas
male,Basil
male,Basileios
female,Basilia
male,Basilio
male,Basilius
female,Basma
male,Basri
male,Bastiaan
male,Bastian
male,Bastian
male,Bastian
male,Bastien
male,Bateer
female,Batool
male,Battista
male,Batu
male,Batu
male,Batuhan
male,Batuhan
male,Batur
female,Baukea
male,Bauko
female,Bauwine
male,Bavar
male,Bavly
male,Bavuilani
female,Bayan
male,Baybars
male,Bayram
male,Baysolt
female,Bea
male,Beat
female,Beata
female,Beate
female,Beatrice
female,Béatrice
female,Beatris
female,Beatrix
female,Beatriz
female,Beauty
male,Beda
female,Bedianur
male,Bedir
female,Bedriye
female,Beeke
female,Beene
female,Begum
female,Behiye
female,Behre
male,Behrend
male,Behroez
male,Behroz
male,Behsat
female,Beian
male,Bejan
male,Bejtulah
female,Beka
male,Bekas
female,Beke
male,Bekim
male,Bekir
male,Bekombe
male,Bela
male,Bela
male,Bela
male,Bela
male,Bela
male,Belami
male,Belan
female,Bele
female,Belen
male,Belfort
female,Belin
female,Belina
female,Belinay
female,Belinda
female,Bella
female,Bella
female,Bellarose
female,Belle
male,Ben
male,Ben
male,Ben
male,Ben
male,Ben
male,Ben
male,Ben
male,Ben
male,Ben
male,Ben
male,Benaiah
male,Benaja
male,Benan
male,Benas
female,Benasir
male,Benat
male,Benay
male,Bendikt
female,Bendina
female,Bendine
male,Bendix
female,Benedetta
male,Benedetto
male,Benedict
male,Benedict
female,Benedicta
female,Bénédicte
male,Benedikt
male,Benedikt
male,Benedikt
male,Benedikt
male,Benedikt
male,Benedikt
female,Benedikta
male,Benediktus
male,Benedykt
male,Benett
female,Benfje
female,Bengi
male,Beni
male,Beniamino
female,Benita
male,Benito
male,Benjamin
male,Benjamin
male,Benjamin
male,Benjamin
male,Benjamin
male,Benji
male,Bennet
male,Bennet
male,Bennet
male,Bennet
male,Bennett
male,Bennett
male,Benni
male,Benno
male,Benny
male,Benoit
male,Benoît
male,Benson
female,Bensu
male,Bent
female,Bente
male,Bentley
male,Benua
male,Beny
male,Benyamin
male,Benz
male,Ber
male,Bera
male,Beraat
female,Beraet
male,Beran
male,Berat
male,Berat
female,Bercem
female,Bercy
male,Berdi
female,Beren
male,Berend
female,Berendina
female,Berendine
female,Berendje
female,Bérénice
female,Berenike
female,Berfin
male,Bergen
male,Berhan
male,Berhat
female,Beril
female,Berina
female,Berit
female,Beritan
male,Berk
male,Berkan
male,Berkay
male,Berkin
female,Berlind
female,Berlinda
female,Berlinde
female,Berna
female,Bernadett
female,Bernadetta
female,Bernadette
female,Bernadine
male,Bernard
female,Bernardina
male,Bernardino
male,Bernardo
male,Bernardus
male,Bernd
female,Berndina
male,Berndt
male,Bernfried
female,Berngard
male,Bernhard
female,Bernharda
female,Bernhardiene
male,Bernhardin
female,Bernhardina
female,Bernhardine
male,Bernhardt
male,Bernhardus
male,Bernhart
female,Bernhild
female,Bernhilde
male,Bernhold
male,Berni
female,Bernice
male,Berno
male,Bernold
male,Bernt
female,Berntraud
male,Bernulf
male,Bernward
male,Bero
female,Berra
female,Berra
female,Berrin
male,Bert
female,Berta
female,Bertfriede
female,Bertha
female,Berthe
female,Berthi
female,Berthild
female,Berthilde
male,Berthold
female,Berthy
male,Berti
female,Berti
female,Berti
female,Bertie
male,Bertin
female,Bertina
female,Bertine
male,Bertl
female,Bertlinde
male,Bertold
male,Bertolt
male,Bertram
male,Bertrand
female,Bertraud
female,Bertraut
male,Bertus
male,Bertwald
female,Bertwalda
male,Bertwin
female,Besar
male,Besart
male,Besir
male,Besnik
female,Bestan
female,Betelihem
female,Bethel
female,Bethli
female,Bethly
female,Betina
female,Betli
female,Bette
female,Betti
female,Bettina
male,Betty
female,Betul
female,Betul
male,Bewe
female,Beya
female,Beyatriche
female,Beybun
female,Beyda
female,Beynur
female,Beyza
male,Bhadri
male,Bhanu
male,Biagio
female,Bianca
female,Bianca
female,Bianka
female,Biav
female,Biba
female,Bibata
female,Bibi
female,Bibiana
female,Bibiane
female,Biblina
male,Bidai
female,Biessahn
female,Biggi
female,Biggy
female,Bijuruka
male,Bilal
male,Bilal
male,Bilel
male,Bilel
female,Bilge
female,Bilgin
female,Bilke
male,Bilyan
female,Bilyanova
male,Bin
male,Bin
female,Bina
female,Bincy
female,Bine
male,Binjamin
female,Biola
male,Biorn
female,Birga
female,Birge
male,Birger
female,Birghild
female,Birgid
female,Birgit
female,Birgith
female,Birgitt
female,Birgitta
female,Birgitte
female,Birglinde
female,Birgul
male,Birhad
female,Birhan
male,Birhat
male,Birk
female,Birka
male,Birkan
female,Birke
female,Birkhild
female,Birte
female,Birthe
female,Bisan
male,Bischoff
female,Bislanovna
female,Bistra
male,Bjane
male,Bjarne
male,Bjoris
male,Bjorn
male,Bjorn
male,Björn
male,Blago
male,Blagoev
male,Blagovestov
male,Blaise
female,Blanca
female,Blanche
female,Blandine
female,Blanka
male,Blasius
male,Blend
male,Bleon
male,Blerim
male,Blessed
female,Blessing
female,Blue
male,Boas
male,Bob
male,Bobby
male,Bobfritz
male,Bodmar
male,Bodo
male,Bodomar
male,Bogdan
male,Bogdan
male,Bohdan
male,Bohle
male,Boi
male,Boie
male,Boje
male,Bolko
male,Bolle
male,Bombastus
male,Bonaventure
male,Bond
male,Bonifaz
female,Bonna
male,Bonne
male,Bonno
male,Bontje
male,Bonya
male,Bora
male,Borchert
male,Börchert
female,Borges
male,Boris
male,Borislav
female,Borislavova
female,Borisova
male,Borja
male,Börjes
female,Borka
male,Boro
male,Börries
male,Borromäus
female,Borte
male,Borwin
male,Borys
male,Boshidar
male,Bosse
male,Botan
male,Botho
male,Boto
male,Boubacar
female,Bouri
female,Bowie
male,Bowie
male,Boy
male,Boze
male,Bozhidar
male,Brahim
male,Braima
male,Brain
male,Brajesh
male,Brandolf
